timestamp,ofi_best,ofi_multi_1,ofi_multi_2,ofi_multi_3,ofi_multi_4,ofi_multi_5,ofi_multi_6,ofi_multi_7,ofi_multi_8,ofi_multi_9,ofi_multi_10,ofi_int
2024-10-21 11:54:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007019550039939786
2024-10-21 11:55:00+00:00,-211.68947,-173.31667786853725,-162.13343611288215,161.52594328357466,65.64554516332461,24.80651499488337,-48.83224218756659,20.493968304124714,11.059450469709095,3.727119661501407,-5.898989848683568,0.45997891644571287
2024-10-21 11:56:00+00:00,172.59354,141.30763601429487,-0.18094324912099422,-162.37957583571213,-2.383943114726869,13.703601804650315,-12.47549013208928,-2.61723350622321,-14.856470372644468,-12.307634218774513,-0.018595911051849354,-0.1611374367617007
2024-10-21 11:57:00+00:00,-270.9865,-221.86499041369666,-145.6373810126957,89.96533086471686,-42.944155007796105,-92.45309499703363,90.81123143141923,-16.41452243579384,2.517158454776368,65.6781596367978,-11.031397088766587,-0.5577169508913286
2024-10-21 11:58:00+00:00,391.06613,320.177868421445,397.1733417640195,-93.15915063196888,-31.306441592624054,58.01270064940696,-52.08447419584293,-3.9817370516207795,2.3088879759703884,-61.95608449703167,17.24923517967274,0.33260719427082736
2024-10-21 11:59:00+00:00,-154.55672,-126.54033723630855,-105.49261961553304,-107.5549967024003,76.10185030724168,-61.19337924735139,42.374573206806296,-33.24071083899538,-64.94562064811493,71.77550836988036,-65.23120176974956,-1.234226385626677
2024-10-21 12:00:00+00:00,573.33044,469.40326645369606,-240.49188157487964,235.80373269772406,48.15703193076701,8.786447594383196,14.042899783010693,31.47996727648154,27.8171294838506,-13.96955190446182,5.871563369641725,0.8660761950815132
2024-10-21 12:01:00+00:00,-411.06964,-336.55535683617245,296.12018095191075,-225.14270490111483,174.78992691182282,52.88448279491306,-71.41746039841844,28.622660040289094,24.268040944924195,-60.889642335063506,69.877925172934,0.03510625642962258
2024-10-21 12:02:00+00:00,129.5932,106.10193878946474,-268.5529826670739,325.8428737699686,-223.33903840408286,-76.20223286960835,66.28385838012008,-63.28075593876004,-55.376034997084865,80.89838468152186,-90.24450584494774,-0.296726883898082
2024-10-21 12:03:00+00:00,-300.20105,-245.78383158139252,262.0597277216242,-114.24004598507146,-2.683704157866964,22.37745873296759,-26.127768330843708,25.248856035062154,12.007628742057943,-2.9893243071952997,25.179718399156094,-0.10414706675266083
2024-10-21 12:04:00+00:00,168.0239,137.566330304322,-306.0827021707758,117.87307584585771,-44.468374073207904,53.689039443842205,-52.75893028380606,42.49509950374129,46.613437762935604,-48.89505600161513,53.35009544745251,1.2810837540511963
2024-10-21 12:05:00+00:00,564.0835,461.83250555569674,-32.21838232252846,-139.30244682476567,280.14920441393383,-61.733954779337644,-85.58079466511992,10.736006107536966,13.026029948052864,-31.80467289171062,5.254756956687358,0.08341446969634904
